# Species,Genes,Zhunt_mean,Zhunt_max,Zhunt_count,func
45,45,2192.23,13713.99,22,enoyl-CoA hydratase 
39,48,11495.05,211093.9,30,ABC transporter ATP-binding protein 
50,50,4875.15,29467.88,28,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB 
27,30,50386.99,941334.2,29,sigma-54 dependent transcriptional regulator 
50,50,1573.38,13939.35,33,signal recognition particle protein 
49,49,2476.81,13713.99,35,cytochrome c biogenesis protein CcsA 
44,44,31087.57,941334.2,36,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD "
45,45,48169.69,941334.2,21,ribonucleoside-diphosphate reductase subunit alpha 
43,45,42534.14,941334.2,24,ribonucleotide-diphosphate reductase subunit beta 
43,43,51809.92,941334.2,20,carbohydrate kinase family protein 
45,45,2530.78,13713.99,27,50S ribosomal protein L11 methyltransferase 
50,50,5162.9,28780.5,46,acetyl-CoA carboxylase biotin carboxylase subunit 
50,50,3055.39,13713.99,20,acetyl-CoA carboxylase biotin carboxyl carrier protein 
35,35,3786.53,13713.99,24,TlpA family protein disulfide reductase 
34,34,4828.36,27872.66,32,hypothetical protein 
48,48,3655.21,13713.99,22,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase 
50,50,2145.26,9721.92,17,3-deoxy-7-phosphoheptulonate synthase AroG 
50,50,16778.1,138924.1,32,metalloprotease TldD 
50,50,1387.3,10616.46,27,rod shape-determining protein RodA 
49,49,4804.65,38833.58,21,RNB domain-containing ribonuclease 
50,50,3606.78,13713.99,35,monofunctional biosynthetic peptidoglycan transglycosylase 
49,49,52190.92,941334.2,21,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ 
50,50,3635.12,38833.58,43,methylenetetrahydrofolate reductase  NAD(P)H] 
45,45,1676.6,5351.02,15,adenosylhomocysteinase 
41,58,4313.75,13713.99,41,acyl-CoA dehydrogenase family protein 
29,29,4539.15,13713.99,39,SDR family oxidoreductase 
47,48,2331.83,13713.99,30,biotin synthase BioB 
38,38,10880.58,138924.1,37,dethiobiotin synthase 
35,46,3124.01,20424.6,22,isochorismatase family protein 
38,38,4274.6,28780.5,27,acetyl-CoA C-acyltransferase 
29,29,8817.68,138924.1,30,bifunctional isocitrate dehydrogenase kinase/phosphatase 
44,56,5162.5,74987.35,32,carbonate dehydratase 
40,41,10413.86,198956.2,37,isovaleryl-CoA dehydrogenase 
50,50,7075.09,68804.91,30,1-acyl-sn-glycerol-3-phosphate acyltransferase 
50,50,1503.61,3428.53,22,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase "
50,50,9516.5,198956.2,36,glycine--tRNA ligase subunit alpha 
26,31,10381.14,198956.2,30,amidase 
41,54,8717.52,65884.11,26,asparaginase 
49,49,12639.93,302785.5,36,apolipoprotein N-acyltransferase 
50,50,4011.9,13713.99,23,CBS domain-containing protein 
40,40,12811.76,198956.2,30,GNAT family N-acetyltransferase 
50,56,2285.01,13713.99,17,glutamine--fructose-6-phosphate transaminase (isomerizing) 
49,49,1017.87,1323.05,8,RNA polymerase sigma factor RpoH 
42,43,3739.72,13713.99,31,heme o synthase 
44,44,19387.23,211093.9,25,COX15/CtaA family protein 
42,42,4255.05,37878.25,29,SURF1 family protein 
42,42,2264.7,13713.99,11,cytochrome c oxidase subunit 3 
40,40,1816.53,8485.76,27,DUF2970 domain-containing protein 
37,37,1337.76,3428.53,18,cytochrome c oxidase assembly protein 
40,45,2315.35,8485.76,37,cytochrome c oxidase subunit I 
29,29,4001.49,28780.5,19,DUF2244 domain-containing protein 
50,50,2970.55,27872.66,32,methyltransferase domain-containing protein 
46,46,2956.7,46858.52,33,ComF family protein 
49,49,2715.28,8922.65,39,tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL 
32,33,2154.86,13713.99,31,2-methylaconitate cis-trans isomerase PrpF 
39,43,4298.9,38833.58,27,CoA ester lyase 
26,27,3463.15,13713.99,20,MaoC family dehydratase N-terminal domain-containing protein 
27,28,3818.28,27872.66,23,5-carboxymethyl-2-hydroxymuconate Delta-isomerase 
50,50,1900.37,13713.99,26,DUF1841 family protein 
42,42,2382.36,6970.8,16,MoxR family ATPase 
37,38,1967.46,13713.99,29,GNAT family N-acetyltransferase 
43,43,2962.49,28780.5,38,VWA domain-containing protein 
33,33,2990.52,27872.66,33,2-hydroxychromene-2-carboxylate isomerase 
31,31,5266.48,138924.1,38,YbaK/EbsC family protein 
40,41,1096.94,2752.45,38,hydroxymethylglutaryl-CoA lyase 
35,37,3133.18,28780.5,36,glyoxylate/hydroxypyruvate reductase A 
37,38,1693.72,8782.16,32,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha 
38,40,1991.89,13713.99,25,enoyl-CoA hydratase/isomerase family protein 
40,41,5308.01,66470.78,34,methylcrotonoyl-CoA carboxylase 
29,29,3421.77,28780.5,35,Na+/H+ antiporter 
50,50,4580.0,65884.11,26,crossover junction endodeoxyribonuclease RuvC 
26,35,6768.62,65884.11,30,Lrp/AsnC family transcriptional regulator 
50,50,2196.43,13713.99,16,UDP-3-O-acyl-N-acetylglucosamine deacetylase 
50,50,3169.93,16271.57,9,cell division protein FtsA 
50,50,18638.4,198956.2,27,cell division protein FtsQ/DivIB 
50,51,3477.82,27872.66,28,D-alanine--D-alanine ligase 
50,50,22598.05,138924.1,35,UDP-N-acetylmuramate--L-alanine ligase 
49,49,35626.29,302785.5,41,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase 
49,49,7189.08,66470.78,43,putative lipid II flippase FtsW 
44,44,8186.67,65884.11,39,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase 
50,50,3661.83,38833.58,30,phospho-N-acetylmuramoyl-pentapeptide-transferase 
50,50,12838.79,302785.5,34,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase "
48,48,2645.92,28780.5,32,penicillin-binding protein 2 
50,50,11458.56,138924.1,46,cell division protein FtsL 
50,50,18221.21,138924.1,24,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH 
50,50,1919.79,8922.65,18,division/cell wall cluster transcriptional repressor MraZ 
39,39,2276.74,13713.99,26,ATP-dependent protease ATPase subunit HslU 
39,39,4829.95,38833.58,28,ATP-dependent protease subunit HslV 
41,43,2834.68,13713.99,29,GTP-binding protein 
46,46,1919.32,9492.08,18,DUF484 family protein 
27,27,4416.13,29467.88,24,cysteine synthase A 
26,26,8379.6,65884.11,29,ABC transporter ATP-binding protein 
37,42,3522.62,29467.88,35,AEC family transporter 
26,42,2796.24,13713.99,33,methyl-accepting chemotaxis protein 
45,60,10712.22,198956.2,27,peptidylprolyl isomerase 
42,49,2091.5,12723.6,28,pirin family protein 
27,29,17531.8,302785.5,23,VOC family protein 
41,52,4317.58,28780.5,42,tartrate dehydrogenase 
26,34,7957.73,66470.78,35,aspartate aminotransferase family protein 
49,85,2469.26,27872.66,27,efflux RND transporter permease subunit 
26,28,9272.68,38833.58,35,glutathione-disulfide reductase 
27,28,6628.8,38833.58,33,response regulator transcription factor 
33,38,5296.06,38833.58,20,cytochrome o ubiquinol oxidase subunit IV 
36,45,14171.7,138924.1,18,ubiquinol oxidase subunit II 
35,45,5979.72,38833.58,26,amino acid racemase 
30,36,3317.33,13713.99,25,DUF1439 domain-containing protein 
36,36,5123.58,38833.58,21,glutathione S-transferase N-terminal domain-containing protein 
29,29,4929.7,38833.58,28,hypothetical protein 
44,44,5852.26,74987.35,31,UvrD-helicase domain-containing protein 
35,35,1585.04,6565.99,17,ATP-dependent RNA helicase DbpA 
39,51,9851.75,38833.58,14,MULTISPECIES: Lrp/AsnC ligand binding domain-containing protein 
48,48,22200.41,302785.5,24,YggS family pyridoxal phosphate-dependent enzyme 
48,48,15875.31,211093.9,30,BON domain-containing protein 
50,50,3708.63,13713.99,29,phosphoheptose isomerase 
45,45,7830.67,138924.1,35,YraN family protein 
50,50,4789.67,48804.94,28,16S rRNA (cytidine(1402)-2'-O)-methyltransferase 
33,42,11303.42,302785.5,36,FAD-dependent oxidoreductase 
27,27,3268.64,28780.5,36,phenylalanine 4-monooxygenase 
34,36,2677.59,13713.99,29,fumarylacetoacetase 
28,28,1971.77,13713.99,27,"homogentisate 1,2-dioxygenase "
37,39,4025.81,48804.94,25,4-hydroxyphenylpyruvate dioxygenase 
26,26,3950.34,28780.5,15,Lrp/AsnC family transcriptional regulator 
34,34,2389.61,13713.99,19,TetR family transcriptional regulator 
30,32,5794.25,65884.11,23,efflux transporter outer membrane subunit 
43,43,4253.81,10894.72,5,c-type cytochrome 
43,43,5348.48,37878.25,37,DUF2946 family protein 
33,33,2764.55,8922.65,32,alpha/beta fold hydrolase 
37,42,2699.7,13713.99,23,nuclear transport factor 2 family protein 
40,43,2291.62,13713.99,14,LemA family protein 
38,42,16397.19,302785.5,30,TPM domain-containing protein 
37,40,19579.5,211093.9,30,TPM domain-containing protein 
48,48,2359.78,21732.38,30,shikimate dehydrogenase 
32,42,2754.18,20031.15,26,succinylglutamate desuccinylase/aspartoacylase family protein 
45,45,3036.17,46858.52,29,orotidine-5'-phosphate decarboxylase 
35,37,9303.33,138924.1,23,iron ABC transporter permease 
34,34,1350.38,3946.78,18,NUDIX hydrolase 
45,56,13416.51,211093.9,24,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha 
34,40,2112.56,38833.58,34,NAD(P) transhydrogenase subunit alpha 
46,57,8485.98,70594.05,21,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta 
49,72,3542.93,28780.5,28,AMP-binding protein 
48,49,4889.64,29467.88,25,5'-methylthioadenosine/adenosylhomocysteine nucleosidase 
40,41,4389.34,29467.88,27,acyl-CoA thioesterase 
39,42,6168.6,38833.58,20,DUF883 family protein 
33,34,5391.71,29467.88,28,chloride channel protein 
48,53,6499.9,38833.58,16,single-stranded DNA-binding protein 
49,49,1273.03,3428.53,31,glutathione synthase 
39,39,1828.42,10272.33,31,class II glutamine amidotransferase 
28,28,3213.49,29467.88,32,4-oxalocrotonate tautomerase 
33,33,2969.37,24647.41,21,malate synthase G 
26,32,4113.27,28780.5,32,CoA transferase 
36,36,2835.74,13713.99,33,LysR family transcriptional regulator 
26,26,6222.99,28780.5,26,DUF2214 family protein 
29,29,2928.47,13713.99,28,PsiF family protein 
49,49,11083.41,211093.9,30,arginine--tRNA ligase 
45,45,30249.61,302785.5,21,SPOR domain-containing protein 
50,50,4162.51,17253.57,32,thiol:disulfide interchange protein DsbA/DsbL 
50,50,5765.53,65884.11,34,lipopolysaccharide transport periplasmic protein LptA 
50,50,3542.8,13713.99,36,LPS export ABC transporter ATP-binding protein 
46,47,3261.79,13713.99,15,RNA polymerase factor sigma-54 
50,50,4177.89,38833.58,38,class I SAM-dependent RNA methyltransferase 
32,32,4865.64,38833.58,27,FMN-binding glutamate synthase family protein 
31,41,5710.12,49376.54,26,(2Fe-2S)-binding protein 
45,45,1935.39,13713.99,30,type III pantothenate kinase 
44,53,3553.62,29467.88,35,M20 family metallopeptidase 
34,34,4789.13,94590.41,31,molybdopterin oxidoreductase family protein 
28,28,4948.03,94590.41,36,cyclopropane-fatty-acyl-phospholipid synthase family protein 
27,27,5837.7,94590.41,35,DUF1365 domain-containing protein 
39,39,3036.06,38833.58,33,D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase 
25,29,4526.64,38833.58,30,PLP-dependent aminotransferase family protein 
34,34,5704.41,38833.58,22,formate-dependent phosphoribosylglycinamide formyltransferase 
26,31,2438.02,13939.35,24,M14-type cytosolic carboxypeptidase 
27,29,2946.19,13713.99,28,heavy metal sensor histidine kinase 
43,43,6166.59,138924.1,29,uracil-DNA glycosylase 
46,46,2665.51,23787.35,31,ribosomal protein S18-alanine N-acetyltransferase 
50,50,8971.36,211093.9,31,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB 
47,47,20474.8,302785.5,28,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase 
27,29,18642.15,302785.5,27,outer membrane beta-barrel protein 
50,50,10683.62,138924.1,35,L-threonylcarbamoyladenylate synthase 
50,50,2914.26,13713.99,27,5-(carboxyamino)imidazole ribonucleotide synthase 
50,50,3571.99,38833.58,23,5-(carboxyamino)imidazole ribonucleotide mutase 
25,25,4296.18,38833.58,18,thioredoxin 
50,50,2051.26,13713.99,21,phosphoribosylaminoimidazolesuccinocarboxamide synthase 
48,48,4156.04,49376.54,15,fructose-bisphosphate aldolase class II 
49,49,1618.14,10616.46,30,pyruvate kinase 
50,50,2292.18,13713.99,15,phosphoglycerate kinase 
38,38,6397.53,38833.58,25,AzlD domain-containing protein 
44,50,6520.56,76319.04,24,AzlC family ABC transporter permease 
50,50,6673.55,138924.1,29,methionyl-tRNA formyltransferase 
50,50,21252.51,211093.9,22,peptide deformylase 
49,49,2628.35,13713.99,27,DNA-processing protein DprA 
50,50,1331.54,3428.53,20,protein translocase subunit SecF 
49,49,4595.73,27872.66,15,protein translocase subunit SecD 
50,50,2083.4,16271.57,24,preprotein translocase subunit YajC 
38,39,1605.15,6565.99,30,indolepyruvate ferredoxin oxidoreductase family protein 
48,48,9848.11,198956.2,27,carbon-nitrogen hydrolase family protein 
44,44,3391.56,38833.58,25,TIGR02099 family protein 
49,49,2895.49,13713.99,21,bifunctional  glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/ glutamate--ammonia-ligase] adenylyltransferase 
45,45,2586.14,29467.88,27,phosphatidylglycerophosphatase A 
46,46,1315.67,3514.93,30,glutathione S-transferase N-terminal domain-containing protein 
49,49,20659.22,211093.9,22,adenylosuccinate lyase 
45,45,2078.52,13713.99,30,YaeQ family protein 
31,31,2660.83,13713.99,24,TerC family protein 
32,32,4941.82,38833.58,21,"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase PaaG "
45,48,2473.39,12723.6,16,phage holin family protein 
49,50,3981.54,38833.58,22,cyclic pyranopterin monophosphate synthase MoaC 
46,47,1914.1,6408.92,7,succinate--CoA ligase subunit alpha 
46,47,988.3,2659.79,29,ADP-forming succinate--CoA ligase subunit beta 
50,68,5588.75,23787.35,23,N-acetyl-gamma-glutamyl-phosphate reductase 
45,45,2660.49,29467.88,37,recombination regulator RecX 
50,50,6533.01,68804.91,15,recombinase RecA 
40,40,1851.44,6680.69,27,response regulator transcription factor 
39,39,3218.74,13713.99,24,sensor histidine kinase 
44,44,6579.15,138924.1,33,biotin-- acetyl-CoA-carboxylase] ligase 
45,45,20867.22,138924.1,34,DNA topoisomerase III 
32,32,4624.29,38833.58,25,type 1 glutamine amidotransferase 
49,57,1677.85,13713.99,25,type I glyceraldehyde-3-phosphate dehydrogenase 
50,53,2076.16,29467.88,31,transketolase 
49,49,2585.37,28780.5,44,nucleotidyltransferase family protein 
48,48,4968.49,38833.58,38,aminopeptidase P N-terminal domain-containing protein 
45,57,3245.32,13713.99,15,NADP-dependent malic enzyme 
27,27,4258.79,49376.54,22,ribonuclease 
43,43,4869.38,65884.11,20,barstar family protein 
50,50,5314.74,38833.58,38,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA 
45,45,6232.77,38833.58,28,peptidylprolyl isomerase 
48,48,5829.25,28780.5,24,LPS-assembly protein LptD 
50,50,2886.39,28780.5,29,16S rRNA (uracil(1498)-N(3))-methyltransferase 
30,30,12177.99,211093.9,22,M20 family metallopeptidase 
39,56,3454.13,13713.99,32,hydroxypyruvate isomerase 
50,50,9068.36,211093.9,43,methionine biosynthesis protein MetW 
49,49,3009.42,13713.99,10,homoserine O-acetyltransferase 
39,39,2165.02,13713.99,26,TMEM165/GDT1 family protein 
44,44,3285.55,13713.99,40,LPS export ABC transporter periplasmic protein LptC 
49,49,27996.75,941334.2,40,HAD hydrolase family protein 
50,50,6090.23,38833.58,36,KpsF/GutQ family sugar-phosphate isomerase 
45,49,14027.27,138924.1,21,monovalent cation:proton antiporter family protein 
49,49,4289.39,38833.58,31,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE 
50,50,2904.52,13713.99,18,membrane protein insertase YidC 
49,49,8084.91,138924.1,37,membrane protein insertion efficiency factor YidD 
32,33,1980.89,13713.99,30,metallophosphoesterase 
34,37,3635.75,38833.58,32,Cu(I)-responsive transcriptional regulator 
39,41,4873.16,66470.78,30,aspartate aminotransferase family protein 
47,47,14270.72,211093.9,19,branched-chain amino acid transaminase 
50,50,4537.82,38833.58,24,exodeoxyribonuclease III 
43,44,3690.95,18180.95,35,ABC transporter permease 
43,50,6819.91,138924.1,32,FAD-binding protein 
50,50,6486.13,65884.11,22,MULTISPECIES: 50S ribosomal protein L5 
34,34,3043.19,13713.99,24,potassium-transporting ATPase subunit KdpA 
27,28,7728.94,138924.1,24,D-amino acid aminotransferase 
50,50,1632.66,8485.76,19,ribosome-associated translation inhibitor RaiA 
44,44,35819.72,941334.2,28,uracil-DNA glycosylase 
45,48,3557.14,13939.35,26,DUF1840 domain-containing protein 
31,41,6317.97,38833.58,25,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) 
37,38,5778.3,66470.78,25,DUF2147 domain-containing protein 
36,45,2630.41,13713.99,31,glutathione S-transferase 
38,38,2477.96,13072.54,20,flagellar export chaperone FliS 
37,37,2707.3,38833.58,28,flagellar M-ring protein FliF 
36,36,2020.86,13713.99,20,chemotaxis response regulator protein-glutamate methylesterase 
47,47,8289.24,138924.1,34,rRNA maturation RNase YbeY 
40,40,2147.28,13713.99,30,dihydroneopterin aldolase 
36,37,2100.85,13713.99,23,YeeE/YedE family protein 
36,38,2766.27,9300.84,28,acetyl-CoA C-acetyltransferase 
27,27,2580.82,13713.99,22,GNAT family N-acetyltransferase 
50,50,5816.38,38833.58,32,5-formyltetrahydrofolate cyclo-ligase 
45,45,5382.58,38833.58,23,septum site-determining protein MinD 
34,34,5092.73,38833.58,31,CreA family protein 
47,47,2024.38,13713.99,21,DNA photolyase family protein 
29,29,50118.6,941334.2,25,excinuclease ABC subunit UvrA 
43,43,12608.18,198956.2,29,peptide chain release factor 3 
39,39,6251.9,66470.78,27,LON peptidase substrate-binding domain-containing protein 
26,31,6244.94,138924.1,32,LysR family transcriptional regulator 
47,48,6163.26,29467.88,25,pyridoxal phosphate-dependent aminotransferase 
48,48,20735.05,302785.5,26,molybdopterin molybdotransferase MoeA 
30,39,14887.38,302785.5,31,PQQ-dependent sugar dehydrogenase 
44,44,13698.35,302785.5,28,GNAT family N-acetyltransferase 
48,48,15977.42,211093.9,35,segregation/condensation protein A 
50,50,1961.2,9492.08,18,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG 
45,58,17081.15,198956.2,28,CoA-acylating methylmalonate-semialdehyde dehydrogenase 
25,28,9444.91,94590.41,35,ABC transporter ATP-binding protein 
41,41,2390.93,16739.64,20,isocitrate lyase 
41,41,3242.94,13713.99,26,oxygen-independent coproporphyrinogen III oxidase 
33,33,3077.13,18247.98,15,"cytochrome-c oxidase, cbb3-type subunit I "
33,33,12957.8,302785.5,33,alpha/beta hydrolase 
50,50,8387.11,198956.2,33,glycerol-3-phosphate 1-O-acyltransferase PlsY 
35,38,10476.47,198956.2,29,efflux RND transporter periplasmic adaptor subunit 
44,44,3776.23,38833.58,19,symmetrical bis(5'-nucleosyl)-tetraphosphatase 
31,33,3238.29,13713.99,19,glycosyltransferase family 2 protein 
39,39,6777.44,38833.58,24,tRNA epoxyqueuosine(34) reductase QueG 
50,50,3611.05,74987.35,36,DNA topoisomerase IV subunit A 
40,43,10669.82,138924.1,36,cobalamin-binding protein 
32,36,11004.48,211093.9,25,PLP-dependent aminotransferase family protein 
35,36,3012.82,28780.5,30,ABC transporter substrate-binding protein 
25,27,2977.4,20793.01,23,amino acid ABC transporter ATP-binding protein 
44,44,2509.2,7973.08,27,DNA-3-methyladenine glycosylase 
36,47,2444.74,13713.99,27,acetyl-CoA C-acyltransferase family protein 
49,49,33149.99,302785.5,20,alanine--tRNA ligase 
49,49,45983.9,302785.5,41,tRNA glutamyl-Q(34) synthetase GluQRS 
26,30,10588.79,138924.1,35,2-dehydro-3-deoxy-6-phosphogalactonate aldolase 
37,37,3790.31,38833.58,35,RNA polymerase sigma factor 
43,43,9875.37,138924.1,38,TIGR00730 family Rossman fold protein 
39,42,6748.87,138924.1,37,diacylglycerol kinase 
44,44,6611.42,68804.91,15,protein-L-isoaspartate O-methyltransferase 
48,48,9162.18,198956.2,30,3-deoxy-D-manno-octulosonic acid transferase 
28,41,24711.09,198956.2,31,sigma-54-dependent Fis family transcriptional regulator 
50,50,2901.81,13713.99,27,Ppx/GppA family phosphatase 
50,50,2498.53,13713.99,21,D-alanyl-D-alanine endopeptidase 
50,50,2721.98,38833.58,32,exodeoxyribonuclease VII large subunit 
50,50,9523.89,138924.1,30,quinone-dependent dihydroorotate dehydrogenase 
35,35,4097.96,38833.58,27,D-glycerate dehydrogenase 
29,29,3845.9,13713.99,27,sodium:proton antiporter 
44,44,1303.27,2752.45,6,phasin family protein 
37,41,3238.48,38833.58,30,uroporphyrinogen-III C-methyltransferase 
44,44,8501.37,138924.1,24,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase 
50,50,3236.62,38833.58,35,NADH-quinone oxidoreductase subunit C 
36,36,7854.79,49376.54,33,DNA-deoxyinosine glycosylase 
49,49,13538.11,138924.1,32,TatD family hydrolase 
30,30,3439.1,13713.99,30,response regulator transcription factor 
27,38,4665.25,32704.39,27,M20 family metallopeptidase 
46,46,5260.01,49376.54,33,GTPase HflX 
45,45,4151.18,18180.95,29,outer membrane protein assembly factor BamB 
50,50,11579.45,138924.1,14,outer membrane protein assembly factor BamD 
50,50,2672.37,13713.99,28,Fe-S protein assembly co-chaperone HscB 
33,34,6252.34,29467.88,28,isovaleryl-CoA dehydrogenase 
38,38,3137.53,13713.99,25,pyridoxal phosphate-dependent aminotransferase 
44,44,35579.39,302785.5,25,tol-pal system-associated acyl-CoA thioesterase 
49,49,2620.55,13713.99,24,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit 
50,50,10348.73,138924.1,41,lipid-A-disaccharide synthase 
50,50,3806.18,29467.88,34,twin-arginine translocase subunit TatC 
50,50,5180.64,27872.66,21,ATP phosphoribosyltransferase 
40,40,2134.12,13713.99,22,STAS domain-containing protein 
41,41,6493.42,49376.54,34,deoxyguanosinetriphosphate triphosphohydrolase 
50,53,19792.36,302785.5,19,diaminopimelate decarboxylase 
49,49,2301.02,13713.99,28,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase 
39,39,7363.27,68804.91,30,protein-L-isoaspartate(D-aspartate) O-methyltransferase 
45,45,3858.39,27872.66,35,DUF971 domain-containing protein 
50,50,4330.69,38833.58,36,murein biosynthesis integral membrane protein MurJ 
50,50,3123.73,13713.99,24,tRNA dihydrouridine synthase DusB 
32,38,5956.12,50885.97,29,amidohydrolase family protein 
44,44,2064.01,13713.99,36,alpha/beta fold hydrolase 
38,39,9580.84,198956.2,39,8-amino-7-oxononanoate synthase 
40,40,4380.47,13713.99,41,MerR family DNA-binding transcriptional regulator 
49,49,9481.48,50885.97,29,glycine--tRNA ligase subunit beta 
37,37,4624.45,38833.58,27,cytochrome c oxidase subunit II 
45,45,3461.93,16770.32,31,hypothetical protein 
50,50,2025.17,17253.57,20,cell division protein FtsZ 
45,45,11226.73,138924.1,39,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase 
50,50,3912.74,28780.5,32,tyrosine recombinase XerC 
48,48,11407.7,48804.94,35,diaminopimelate epimerase 
33,38,4667.87,38833.58,26,ATP-binding protein 
36,37,1981.68,8323.26,23,RidA family protein 
37,37,5502.62,27872.66,18,pseudouridine synthase 
44,45,4439.46,48804.94,38,MFS transporter 
35,37,11548.61,138924.1,26,benzoate/H(+) symporter BenE family transporter 
32,35,8462.29,138924.1,34,acetylornithine deacetylase 
29,35,5010.44,48804.94,38,GGDEF domain-containing protein 
38,45,4618.23,48804.94,41,hypothetical protein 
39,39,14524.03,65884.11,40,SET domain-containing protein-lysine N-methyltransferase 
30,30,16992.21,138924.1,32,lipopolysaccharide heptosyltransferase II 
28,28,4120.76,50885.97,32,DUF3025 domain-containing protein 
45,45,1742.54,13713.99,30,PhoH family protein 
28,29,3107.14,21732.38,30,efflux transporter outer membrane subunit 
27,27,1594.99,13713.99,31,GGDEF domain-containing protein 
39,39,2611.52,13713.99,23,2Fe-2S iron-sulfur cluster-binding protein 
34,42,4352.75,27872.66,30,LysR substrate-binding domain-containing protein 
45,45,10819.62,138924.1,26,GntR family transcriptional regulator 
43,47,8837.15,65884.11,36,formate dehydrogenase accessory sulfurtransferase FdhD 
45,45,26576.53,198956.2,18,FKBP-type peptidyl-prolyl cis-trans isomerase 
33,34,2946.26,18180.95,15,DMT family transporter 
27,30,6582.05,65884.11,30,MFS transporter 
49,49,17413.3,138924.1,26,CoA pyrophosphatase 
29,35,5126.31,68804.91,27,SDR family oxidoreductase 
34,35,10809.11,138924.1,26,FadR family transcriptional regulator 
42,42,2692.3,27872.66,26,polyphosphate kinase 1 
27,34,2247.94,13713.99,29,ABC transporter permease 
38,38,7841.44,138924.1,37,CbiX/SirB N-terminal domain-containing protein 
37,41,14156.26,138924.1,32,2-isopropylmalate synthase 
30,33,2178.53,10894.72,32,helix-turn-helix domain-containing protein 
49,49,1804.16,6565.99,15,transglycosylase SLT domain-containing protein 
34,34,7295.21,46858.52,20,PAS domain S-box protein 
40,40,4110.26,38833.58,20,patatin-like phospholipase family protein 
49,49,6275.82,38833.58,22,RNA polymerase sigma factor RpoD 
32,34,8967.05,138924.1,36,DHA2 family efflux MFS transporter permease subunit 
41,41,1768.35,4914.15,18,Glu/Leu/Phe/Val dehydrogenase 
45,45,3119.52,13713.99,28,polyhydroxyalkanoate depolymerase 
49,49,2948.71,28780.5,21,tRNA dihydrouridine(20/20a) synthase DusA 
26,27,3128.1,13713.99,35,ATP-binding protein 
26,27,2917.26,17253.57,25,TonB-dependent siderophore receptor 
40,40,1267.8,4545.7,19,Nif3-like dinuclear metal center hexameric protein 
42,42,16295.5,302785.5,27,tetratricopeptide repeat protein 
39,39,4662.08,37878.25,32,cation acetate symporter 
50,51,2460.08,10272.33,29,DsbC family protein 
27,27,1497.03,13713.99,23,TonB-dependent receptor 
42,42,9873.89,138924.1,28,hypothetical protein 
26,31,21551.31,474828.73,27,efflux RND transporter periplasmic adaptor subunit 
33,37,3278.26,38833.58,29,YihY/virulence factor BrkB family protein 
50,50,1806.55,4831.42,20,phosphotransferase 
48,48,9548.1,198956.2,27,LPS assembly lipoprotein LptE 
41,45,8389.88,198956.2,28,DMT family transporter 
50,51,2850.67,9300.84,21,cytochrome c1 
40,40,7413.27,65884.11,26,ATP-binding protein 
34,34,7106.33,37878.25,26,L-histidine N(alpha)-methyltransferase 
32,36,5904.27,68804.91,28,heavy metal translocating P-type ATPase 
38,41,3100.63,13713.99,29,ABC transporter permease 
49,49,1539.99,3661.11,22,ribonuclease R 
35,36,3861.79,17253.57,19,MBL fold metallo-hydrolase 
50,50,3499.84,28780.5,17,MltA domain-containing protein 
50,50,2409.15,13713.99,20,CinA family protein 
50,50,7925.71,49376.54,26,peptide chain release factor 2 
30,30,2979.6,13713.99,18,histidinol-phosphate transaminase 
45,45,6847.81,49376.54,16,M48 family metallopeptidase 
26,28,5918.96,49376.54,25,MFS transporter 
31,31,3061.43,17253.57,25,SpoVR family protein 
29,29,24178.17,211093.9,32,ergothioneine biosynthesis protein EgtB 
